,TRUTH,FULL_NEWS,cluster
228,FALSE,"Canadian lab's shipment of Ebola, Henipah viruses to China",7
229,FALSE,BILL AND MELINDA GATES FOUNDATION & OTHERS PREDICTED UP TO 65 MILLION DEATHS VIA CORONAVIRUS — IN SIMULATION RAN 3 MONTHS AGO,0
230,FALSE,"The label of the popular Lysol already show that the product Kill the Coronavirus, so that means that this Virus is nothing new",11
231,FALSE,There a patent for the coronavirus from 2015,0
232,FALSE,"A patent expire on January 22, 2020 for the new coronavirus, and it proves the virus was invented. There’s magically already a vaccine available",11
233,FALSE,"So let me get this straight about this virus. It’s “new” yet it was lab created and patented in 2015 (in development since 03). The patent expired (today) on the day the first case is announced in the US. The patent also tells us the CDC helped make this! “This invention was made by the Centers for Disease Control and Prevention, an agency of the United States Government. Therefore, the U.S. Government has certain rights in this invention.” And now magically a vaccine is in the works for it already? Yet the patent in 2015 already references a vaccine for it. But what do I know I’m just a conspiracy theorist",6
234,FALSE,"Sen. Bernie Sanders at a recent debate called for a tax rate of 52% on incomes of $29,000 or more to pay for his Medicare for All plan",0
235,FALSE,"A miracle mineral supplement, called MMS, can wipe out coronavirus",0
236,FALSE,"Not only is chlorine dioxide (aka MMS) an effective cancer cell killer, it can wipe out coronavirus too",0
237,FALSE,Colloidal silver kills some strains of coronavirus within 12 hours (while admitting it hadn't yet been tested on Covid-19),16
238,FALSE,"Drinking hot water and exposure to the sun will kill the virus, and says ice cream is to be avoided",11
239,FALSE,Avoiding ice cream and other cold foods can help prevent the onset of the virus,11
240,TRUE,"Washing bed linen or towels at 60C is a good idea, as this can kill any viruses in the fabric",0
241,FALSE,Having a hot bath or drinking hot liquids will change your actual body temperature and help you cure the coronavirus,0
242,FALSE,There are four young people in an intensive care unit in Cork who have no underlying illnesses - all were taking anti-inflammatories and there are concerns this has caused a more severe illness,15
243,FALSE,"The University of Vienna has sent a memo warning people with coronavirus symptoms not to take ibuprofen, ""because it has been discovered that it increases the speed of reproduction of the coronavirus Covid-19 in the body and this is the reason why people in Italy have reached the current bad stage and rapid spread",15
244,FALSE,"At the university hospital in Toulouse, France, there are four very critical cases of coronavirus in [young people] who do not have any health problems. Their problem is that when they all appeared to have symptoms, they all took painkillers like ibuprofen",19
245,FALSE,"I have a doctor in the family who has been given information from Vienna's laboratory studying COVID-19 and vast majority of people who died of it, had ibuprofen in their system so do not take it! Those who recovered did not take ibuprofen so if you have symptoms, take Paracetamol only! Looks like this virus thrives on ibuprofen so don't do it and tell everyone you can",11
246,FALSE,The vast majority of people who died of Covid-19 had ibuprofen in their system,15
247,FALSE,Coronavirus thrives on ibuprofen,0
248,FALSE,#BREAKING #ITALY The Italien Army has deployed a lot of tanks in the city of #Foggia as around 50 prisioners escaped from local jail,0
249,FALSE,Vaccine was reportedly distributed to shops and homes in one particular area of the Venice region,0
250,FALSE,"The vaccine was created in Australia to combat Covid-19, and the only country in the world to have bought it is Switzerland",16
251,FALSE,"Taking six doses of the vaccine would give protection from the virus for a year, and was available for 50 euros via an email address given in the leaflet",11
252,FALSE,A researcher from Zanjan University in China said you should take as much vitamin C as possible to protect yourself from the virus,11
253,FALSE,A Professor Chen Horin CEO of the Beijing Military Hospital said that a hot drink with lemon can curb the spread of the virus,11
254,FALSE,You should gargle with disinfectant to stop the virus entering the lungs,11
255,TRUE,"Women seem to be less likely to die from coronavirus than men, and children appear to be less likely to die than other age groups",0
256,FALSE,"Entrepreneur Elon Musk suggested children are ""essentially immune"" to coronavirus",0
257,TRUE,Twitter will remove content that promotes unverified claims and misinformation about coronavirus,0
258,FALSE,"A letter attributed to Health Minister of Iran Saeed Namaki claimed he had tendered his resignation to President Hassan Rouhani due to the ministry's ""inability to manage"" the outbreak",3
259,FALSE,"Deputy health minister and head of Iran's taskforce on Covid-19, Iraj Harirchi, had previously declared that ""quarantines belong to the Stone Age"", before admitting that he had tested positive for the disease",19
260,FALSE,"Masoumeh Ebtekar, vice-president of Iran for women and family affairs, is another high-ranking official who tested positive for the virus",11
261,FALSE,"Iraj Harirchi claims there are more than 10,000 confirmed cases and 1,400 deaths in the country",18
262,FALSE,"Gargling vinegar and rosewater or vinegar and salt"" would protect against the Covid-19",16
263,FALSE,"Drinks containing mint or white willow, and spices like saffron, turmeric, and cinnamon would strengthen the lungs and the immune system against the virus",11
264,FALSE,A product made from herbs based on traditional medicine would help with the prevention of a number of viral diseases,0
265,FALSE,"The coronavirus was part of a ""hybrid warfare"" programme waged by the US on China and Iran",7
266,FALSE,"The coronavirus is an example of ""biological warfare""",0
267,FALSE,The Covid-19 is a bioweapon and planned,16
268,TRUE,Facebook's chief says the social network is removing false claims and ads for fake cures,0
269,TRUE,Amazon culls one million fake coronavirus products. The retail giant is removing fake cures and tackling unreasonable price hikes amid public concern,0
270,TRUE,Amazon has banned more than one million products which claim to protect against the coronavirus - or even cure it,0
271,FALSE,"The new coronavirus is an attempt to wage ""economic war on China""",4
272,FALSE,"You should avoid spicy food and load up on vitamin C"" in order to prevent the disease",0
273,FALSE,"Avoiding cold or preserved food and drinks, such as ice cream and milkshakes, for ""at least 90 days"" in order to prevent the coronavirus",0
274,FALSE,"A video of a parasite being removed from a person's lips, suggesting the procedure was somehow related to the new coronavirus",14
